stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
36.182449,,CAMCOUSF,-86.847812,,,,,CAMILLA CALDWELL LN & COUNTY HOSPITAL RD SB,0,CAMCOUSF,
36.102172,0,SHALONWN,-86.808761,,,,1888 SHACKLEFORD RD & LONE OAK RD,SHACKLEFORD RD & LONE OAK RD WB,0,SHALONWN,
36.197588,,ANDTYLSN,-86.608678,,,,ANDREW JACKSON PW & RACHELS VIEW,ANDREW JACKSON PKWY & TYLER DR SB,0,ANDTYLSN,
36.182324,,16SSTRSN,-86.741177,,,,N 16TH ST & PORTER RD,N 16TH ST & STRATTON AVE SB,0,16SSTRSN,
36.190971,0,HYDMANNN,-86.838573,,,,,HYDES FERRY RD & MANCHESTER AVE NB,0,HYDMANNN,
36.144947,1,CXIAMERI,-86.871962,,,,6315 CHARLOTTE PIKE,AMERICAN STATION INBOUND,0,CXIAMERI,
36.199384,0,MCSMJ,-86.517,,,,,MT. JULIET STATION,0,MCSMJ,
36.228731,0,GALBROSF,-86.725305,,,,4556 GALLATIN PIKE & BROADMOOR DR,GALLATIN PIKE & BROADMOOR SB,0,GALBROSF,
36.238919,0,WALGALWF,-86.724334,,,,200 WALTON LN & RAMP,WALTON LANE & GALLATIN PIKE WB,0,WALGALWF,
36.19922,,MAIGRAEN,-86.80876,,,,,MAINSTREAM DR & GREAT CIRCLE RD EB,0,MAIGRAEN,
36.201481,,LEBTYLSN,-86.617733,,,,,LEBANON PIKE & TYLER DR S,0,LEBTYLSN,
36.231823,,EWICLAEN,-86.801777,,,,EWING DR & CLAYMILLE BV,EWING DR & CLAYMILLE BLVD EB,0,EWICLAEN,
36.179003,,11AWHESN,-86.803879,,,,,11TH AVE N & WHEELESS ST SB,0,11AWHESN,
36.217623,,HARBENWF,-86.743784,,,,,HART LANE & BEN ALLEN RD WB,0,HARBENWF,
36.077513,2,OLDBELNF,-86.919895,,,,OLD HICKORY BLVD & BELLE FOREST CIR,OLD HICKORY & BELLE FOREST CIR NB,0,OLDBELNF,
36.113067,0,BRAHEANF,-86.766875,,,,,BRANSFORD AVE & HEATHER PL NB,0,BRAHEANF,
36.125424,0,21AWOOSN,-86.805563,,,,21ST AV S & WOODLAWN DR,21ST AVE S & WOODLAWN DR SB,0,21AWOOSN,
36.248708,0,WDUSAUWF,-86.729007,,,,414 W DUE WEST AVE & SAUNDERS AVE,W DUE WEST AVE & SAUNDERS AVE WB,0,WDUSAUWF,
36.142642,,ROSEPARK,-86.780897,,,,,ROSE PARK MAGNET SCHOOL,0,ROSEPARK,
36.165766,0,ALB21AEF,-86.80866,,,,ALBION ST & 21ST AV N,ALBION ST & 21ST AVE N EB,0,ALB21AEF,
36.194026,0,JOHMANNN,-86.836017,,,,N HYDES FERRY RD & MANCHESTER AV,JOHN MALLETTE DR & MANCHESTER AVE E,0,JOHMANNN,
36.168641,,LEBMUNEN,-86.656204,,,,LEBANON PK & MUNN LN,LEBANON PIKE & MUNN LN EB,0,LEBMUNEN,
36.074956,,NOLFLONN,-86.724751,,,,,NOLENSVILLE PIKE & FLORA MAXWELL RD,0,NOLFLONN,
36.061867,,NOLMCMSN,-86.716904,,,,,NOLENSVILLE PIKE & MCMURRAY DR SB,0,NOLMCMSN,
36.021879,,MURCITEN,-86.582799,,,,,MURFREESBORO PIKE & CITY HALL EB,0,MURCITEN,
36.23144,,EWIVISEN,-86.795793,,,,,EWING DR & VISTA LN EB,0,EWIVISEN,
36.193121,,GREVANEN,-86.791202,,,,,GREAT CIRCLE RD & VANTAGE WAY EB,0,GREVANEN,
36.168252,0,SHE6STEN,-86.760367,,,,595 SHELBY AVE & 6TH ST S,SHELBY AVE & S 6TH ST EB,0,SHE6STEN,
36.180437,,BUC9AEN,-86.802526,,,,,BUCHANAN ST & 9TH AVE N EB,0,BUC9AEN,
36.246686,,MORBRISN,-86.773049,,,,,MOOREWOOD DR & BRICKMONT CT SB,0,MORBRISN,
36.161575,,28AHERNN,-86.819214,,,,,28TH AVE N & HERMAN ST NB,0,28AHERNN,
36.148685,1,WES23AEN,-86.804611,,,,WEST END AV & 23RD AV N,WEST END AVE & 23RD AVE S EB,0,WES23AEN,
36.230495,0,RICEWISM,-86.773861,,,,3033 RICHMOND HILL DR & EWING DR,RICHMOND HILL DR & EWING DR SB,0,RICEWISM,
36.190265,1,10APONNN,-86.806063,,,,2292 9TH AVE & 10TH AVE,10TH AVE N & PONDER PL NB,0,10APONNN,
36.225895,0,GXOINGLN,-86.725352,,,,4338 GALLATIN PIKE & CALVERT ST,INGLEWOOD STATION OUTBOUND,0,GXOINGLN,
36.150067,,8ADIVSN,-86.779301,,,,,8TH AVE S & DIVISION ST SB,0,8ADIVSN,
36.188494,0,LEBHICSN,-86.629154,,,,,LEBANON PIKE & HICKORY HILL LN SB,0,LEBHICSN,
36.271947,,ARCANDNN,-86.687387,,,,,ARCHWOOD DR & ANDERSON LN NB,0,ARCANDNN,
36.068821,,TODBELEN,-86.941555,,,,TODD PREIS DR & BELLEVUE RD,TODD PRIES DR & BELLEVUE RD EB,0,TODBELEN,
36.120327,1,NXIPCHTR,-86.749782,,,,US HWY 31 ALT & NEWSOM ST,PEACHTREE STATION INBOUND,0,NXIPCHTR,
36.213771,,WHIFRANN,-86.799842,,,,WHITES CREEK PK & FRANCIS ST,WHITES CREEK PIKE & FRANCIS ST NB,0,WHIFRANN,
36.184747,,CLA24ANN,-86.815544,,,,CLARKSVILLE PK & 24TH AV N,CLARKSVILLE PIKE & 24TH AVE N NB,0,CLA24ANN,
36.178888,1,ROSHUMSN,-86.795338,,,,50 ROSA PARKS BLVD,ROSA PARKS BLVD & HUME ST SB,0,ROSHUMSN,
36.178282,,25ADELNN,-86.816675,,,,25TH AV N & DELK AV,25TH AVE N & DELK AVE NB,0,25ADELNN,
36.164714,0,CHA7AEN,-86.784416,,,,,CHARLOTTE AVE & 7TH AVE N EB,0,CHA7AEN,
36.167145,0,JOH33AEF,-86.826597,,,,JOHN A MERRITT BV & SCHRADER ACRES DR,JOHN MERRITT & 33 AVE,0,JOH33AEF,
36.21883,0,ROWCRONN,-86.817947,,,,766 ROWAN DR & CROUCH DR,ROWAN DR & CROUCH DR NB,0,ROWCRONN,
36.133808,,GLAMASSN,-86.702296,,,,,GLASTONBURY RD & MASSMAN DR SB,0,GLAMASSN,
36.066634,0,NOLNORNN,-86.717764,,,,,NOLENSVILLE PIKE & NORTHCREST DR NB,0,NOLNORNN,
36.183095,0,3AGARNN,-86.789823,,,,3RD AV N & GARFIELD ST,3RD AVE N & GARFIELD ST NB,0,3AGARNN,
36.218661,,KINCLAW,-86.83646,,,,KINGS LN & PEWITT RD,KINGS LN & CLARKSVILLE PK WB,0,KINCLAW,
36.15189,0,FAICLIE,-86.760889,,,,FAIN ST & UNKNOWN AL,FAIN ST & CLAIBORNE ST EB,0,FAICLIE,
36.133821,0,WHIVINNF,-86.858048,,,,113 WHITE BRIDGE PIKE,WHITE BRIDGE PIKE & VINERIDGE DR NB,0,WHIVINNF,
36.084661,0,HWYPEREN,-86.894509,,,,HIGHWAY 70 S & 5TH AV N,HWY 70 S & PERCY WARNER BLVD EB,0,HWYPEREN,
36.217862,0,DICLORNF,-86.762922,,,,DICKERSON PK & LORRAINE AV,DICKERSON PIKE & LORRAINE AVE NB,0,DICLORNF,
36.155939,1,CXOCENTE,-86.809465,,,,2274 CHARLOTTE AVE & 23RD AVE,23RD AVE / CENTENNIAL STATION OUTBOUND,0,CXOCENTE,
36.125596,,12ACARSF,-86.789441,,,,,12TH AVE & CARUTHERS AVE SB,0,12ACARSF,
36.100465,0,HARPAGSN,-86.871159,,,,,HARDING PIKE & PAGE RD SB,0,HARPAGSN,
36.147202,,WES25AWN,-86.808104,,,,WEST END AV & 25TH AV S,WEST END AVE & 25TH AVE S WB,0,WES25AWN,
36.153209,,HERLITEN,-86.749504,,,,,HERMITAGE AVE & LITTLE GREEN ST EB,0,HERLITEN,
36.153405,1,MXOFULTN,-86.772328,,,,,FULTON STATION OUTBOUND,0,MXOFULTN,
36.161082,,TEN49AWN,-86.846414,,,,TENNESSEE AV & 49TH AV NORTH,TENNESSEE AVE & 49TH AVE N WB,0,TEN49AWN,
36.07566,2,H70BELWF,-86.940641,,,,7449 USHY 70S & BELLEVUE RD,HWY 70S & BELLEVUE RD WB,0,H70BELWF,
36.166554,1,MCC5_12,-86.781973,,,MTAMCC,UNNAMED & 5TH AVE N,CENTRAL 5TH AVE - BAY 12,0,MCC5_12,
36.16659,1,MCC5_11,-86.781996,,,MTAMCC,MCC - BAY 11 & 5TH AVE N,CENTRAL 5TH AVE - BAY 11,0,MCC5_11,
36.16667,1,MCC5_10,-86.78167,,,MTAMCC,UNNAMED & 5TH AVE N,CENTRAL 5TH AVE - BAY 10,0,MCC5_10,
36.168599,0,HER10AEN,-86.792855,,,,HERMAN ST & WARREN ST,HERMAN ST & 10TH AVE N EB,0,HER10AEN,
36.17701,0,SPR1SWN,-86.774366,,,,,SPRING ST & N 1ST ST WB,0,SPR1SWN,
36.119425,,FRABERNF,-86.774642,,,,,FRANKLIN PK & BERRY RD NB,0,FRABERNF,
36.243538,0,BRIWORNF,-86.736359,,,,,BRIARVILLE RD & WORTH ST NB,0,BRIWORNF,
36.208022,,LEBHIGNF,-86.611178,,,,LEBANON PK & HIGHLAND VIEW,LEBANON PIKE & HIGHLAND VIEW DR NB,0,LEBHIGNF,
36.170981,0,JEF14TWM,-86.800988,,,,JEFFERSON & 14 AVE,JEFFERSON ST & 14TH AVE N WB,0,JEF14TWM,
36.151248,1,WES20AEN,-86.799394,,,,,WEST END AVE & 20TH AVE S EB,0,WES20AEN,
36.152481,,LAF5AEN,-86.773315,,,,LAFAYETTE ST & 5TH AV S,GREYHOUND STATION - LAFAYETTE ST & 5TH AVE S,0,LAF5AEN,
36.081356,,WALLINNN,-86.702265,,,,,WALLACE RD & LINBAR DR NB,0,WALLINNN,
36.17411,1,2AVJUNSF,-86.782895,,,,2ND AV N & JACKSON ST,2ND AVE N & JUNIOR GILLIAM WAY SB,0,2AVJUNSF,
36.160984,,TEN49AEN,-86.846571,,,,,TENNESSEE AVE & 49TH AVE N EB,0,TEN49AEN,
36.173126,0,JEF9AWN,-86.792339,,,,,JEFFERSON ST & 9TH AVE N WB,0,JEF9AWN,
36.187276,,CLAEDSM,-86.820545,,,,,CLARKSVILLE PIKE & ED TEMPLE BLVD S,0,CLAEDSM,
36.25148,,NEETAHEN,-86.691662,,,,,NEELYS BEND RD & TAHLENA AVE EB,0,NEETAHEN,
36.24719,1,VILBRIEM,-86.777231,,,,3609 VILLAGE TRL & MOONLIGHT DR,VILLAGE TRL & BRICK CHURCH PIKE EB,0,VILBRIEM,
36.141554,1,MXIFOSTE,-86.740261,,,,,FOSTER STATION INBOUND,0,MXIFOSTE,
36.167831,0,JEF27AEN,-86.818921,,,,2646 JEFFERSON ST & 27TH AVE,JEFFERSON ST & 27TH AVE EB,0,JEF27AEN,
36.182943,0,EASBENWN,-86.738759,,,,1705 EASTLAND AVE & 17TH ST N,EASTLAND AVE & BENSON ST WB,0,EASBENWN,
36.178845,1,ROSHUMNN,-86.795014,,,,1400 ROSA PARKS BLVD,ROSA PARKS BLVD & HUME ST NB,0,ROSHUMNN,
36.212166,,TIMFAISN,-86.844784,,,,,TIMOTHY DR & FAIRVIEW DR SB,0,TIMFAISN,
36.279747,0,GXOEDGEF,-86.708554,,,,,EDGEMEADE STATION OUTBOUND,0,GXOEDGEF,
36.141838,,EDG10AEN,-86.78351,,,,,EDGEHILL AVE & 10TH AVE S EB,0,EDG10AEN,
36.15508,0,HERLINWF,-86.763995,,,,,HERMITAGE AVE & LINDSLEY AVE WB,0,HERLINWF,
36.26279,0,OLD4AVWF,-86.705695,,,,,OLD HICKORYBLVD  & 4TH AVE EB,0,OLD4AVWF,
36.208433,0,WHITONSN,-86.793774,,,,2209 WHITES CREEK PIKE & TONEY RD,WHITES CREEK PIKE & TONEY RD SB,0,WHITONSN,
36.094568,,H70BROSN,-86.881598,,,,HIGHWAY 70 S & BROOK HOLLOW RD,HWY 70 S & BROOK HOLLOW RD WB,0,H70BROSN,
36.179972,,MERTRUNN,-86.769035,,,,,MERIDIAN ST & TRUETLAN ST NB,0,MERTRUNN,
36.045751,0,HICOLDNF,-86.716874,,,,5784 HICKORY PLAZA DR,HICKORY PLAZA DR & OLD HICKORY BLVD,0,HICOLDNF,
36.131361,,8AVDOUSF,-86.778931,,,,8TH AV S & S DOUGLAS AV,8TH AVE & DOUGLAS AVE SB,0,8AVDOUSF,
36.176888,,LEBWEWN,-86.645588,,,,,LEBANON PIKE & WEELINGTON SQ SB,0,LEBWEWN,
36.167648,0,LEBDONWN,-86.662889,,,,2778 LEBANON PIKE & DONELSON PIKE,LEBANON PIKE & DONELSON PIKE WB,0,LEBDONWN,
36.075258,0,H70BELEF,-86.939905,,,,7437 USHY 70S,HWY 70S & BELLEVUE RD EB,0,H70BELEF,
36.182778,,EASSETEN,-86.738046,,,,,EASTLAND AVE & SETLIFF PL EB,0,EASSETEN,
36.123872,,12ASWENF,-86.789755,,,,12TH AV S & SWEETBRIAR AV,12TH AVE S & SWEETBRIAR AVE NB,0,12ASWENF,
36.234415,0,RICVAIWN,-86.774882,,,,,RICHMOND HILLS DR & VAILVIEW DR WB,0,RICVAIWN,
36.16183,2,HER27AEN,-86.81791,,,,2724 HERMAN ST & 27TH AVE,HERMAN ST & 27TH AVE N EB,0,HER27AEN,
36.079608,0,COLDAVPR,-86.955657,,,,EXIT 196 & RAMP,COLEY DAVIS RD SHELTER PARK-N-RIDE,0,COLDAVPR,
36.188823,,LEBHICNM,-86.628212,,,,LEBANON PK & HICKORY HILL,LEBANON PIKE & HICKORY HILL LN NB,0,LEBHICNM,
36.145741,0,CHE2AWF,-86.764971,,,,CHESTNUT ST & UNKNOWN AL,CHESTNUT ST & 2ND AVE S WB,0,CHE2AWF,
36.061987,0,BELHICNM,-86.638081,,,,640 BELL RD,BELL RD & HICKORY HIGHLANDS NB,0,BELHICNM,
36.141543,,8ACHENN,-86.778565,,,,US HWY 31 & 8TH AVE S,8TH AVE S & CHESTNUT ST NB,0,8ACHENN,
36.142163,,NXIHART,-86.762307,,,,US HWY 31 ALT & US HWY 41 ALT,HART STATION INBOUND,0,NXIHART,
36.190647,1,GALGRENN,-86.745313,,,,GALLATIN AV & W GREENWOOD AV,GALLATIN PIKE & GREENWOOD AVE NB,0,GALGRENN,
36.076775,0,MURDOVSF,-86.641112,,,,MURFREESBORO & DOVERBLE,MURFREESBORO PIKE & DOVER GLEN DR S,0,MURDOVSF,
36.174022,0,OLDCENNF,-86.602117,,,,5680 OLD HICKORY BLVD & CENTRAL PIKE,OLD HICKORY BLVD & CENTRAL PIKE NB,0,OLDCENNF,
36.295703,0,GXIMYASF,-86.700551,,,,,MYATT STATION INBOUND,0,GXIMYASF,
36.188076,,CLAEDTSN,-86.821874,,,,CLARKSVILLE PK & ED TEMPLE BV,CLARKSVILLE PIKE & ED TEMPLE BLVD S,0,CLAEDTSN,
36.045659,0,NOLOLDSN,-86.713452,,,,5787 NOLENSVILLE PIKE & OLD HICKORY BLVD,NOLENSVILLE PIKE & OLD HICKORY BLVD,0,NOLOLDSN,
36.076334,1,H70CHIEF,-86.915073,,,,7003 USHY 70S,HWY 70 S & CHIMNEY HILL EB,0,H70CHIEF,
36.137287,,WED19AEN,-86.798379,,,,WEDGEWOOD & 19 AVE,WEDGEWOOD AVE & 19TH AVE S EB,0,WED19AEN,
36.11461,0,HILWOONM,-86.810695,,,,,HILLSBORO PIKE & WOODMONT BLVD NB,0,HILWOONM,
36.105156,,HARLEANN,-86.868423,,,,HARDING PK & 7TH AV N,HARDING PIKE & LEAKE AVE NB,0,HARLEANN,
36.212173,,WHATUCWM,-86.827959,,,,,W HAMILTON RD & TUCKER RD WB,0,WHATUCWM,
36.141666,0,CHE8AAEF,-86.778257,,,,EDGEHILL AV & 8TH,CHESTNUT ST & 8TH AVE S EB,0,CHE8AAEF,
36.13434,1,MXOPLUSP,-86.723268,,,,,PLUS PARK STATION OUTBOUND,0,MXOPLUSP,
36.295411,0,GXOMYANN,-86.700358,,,,,MYATT STATION OUTBOUND,0,GXOMYANN,
36.206528,,WTRBRIEN,-86.778276,,,,W TRINITY LN & BRICK CHURCH PK,W TRINITY LN & BRICK CHURCH PIKE,0,WTRBRIEN,
36.110613,,POWTHONN,-86.766894,,,,,POWELL AVE & THOMPSON LN NB,0,POWTHONN,
36.126148,,BRACRASN,-86.766278,,,,,BRANSFORD AVE & CRAIGHEAD ST SB,0,BRACRASN,
36.152286,1,CXORICHL,-86.842032,,,,4582 CHARLOTTE AVE & 46TH AVE,46TH AVE/RICHLAND PARK STATION OUTBOUND,0,CXORICHL,
36.237078,0,MOOCRISN,-86.773387,,,,,MOOREWOOD DR & CRISLYNNDALE DR SB,0,MOOCRISN,
36.153391,0,BRO17AWN,-86.793952,,,,1692 BROADWAY AVE & 17TH AVE,BROADWAY AVE & 17TH AVE S WB,0,BRO17AWN,
36.133947,,MASGLANF,-86.702625,,,,,MASSMAN DR & GLASTONBURY DR NB,0,MASGLANF,
36.164781,0,32AALAEF,-86.825204,,,,1087 32ND AVE & ALAMEDA ST,32ND AVE N & ALAMEDA ST,0,32AALAEF,
36.212085,,MCSLB,-86.29724,,,,,LEBANON STATION,0,MCSLB,
36.148469,0,NXOOAKST,-86.769085,,,,4TH AV S & OAK ST,OAK STATION OUTBOUND,0,NXOOAKST,
36.180139,0,BUC22AEF,-86.813724,,,,2204 BUCHANAN ST,BUCHANAN ST & 22ND AVE N EB,0,BUC22AEF,
36.159882,,40APRESF,-86.835354,,,,40TH AV N & PRESLOR DR,40TH AVE N & PRESTON TAYLOR PL SB,0,40APRESF,
36.093821,0,NXOMCNLY,-86.736616,,,,NOLENSVILLE & MCNALLY,MCNALLY STATION OUTBOUND,0,NXOMCNLY,
36.180247,,BUC23AWN,-86.814398,,,,BUCHANAN ST & 23RD AV N,BUCHANAN ST & 23RD AVE N WB,0,BUC23AWN,
36.268507,0,BELDICWF,-86.756811,,,,1014 BELL GRIMES LN,BELL GRIMES LN & DICKERSON PIKE WB,0,BELDICWF,
36.104484,0,RICLONWF,-86.809306,,,,1984 RICHARD JONES RD & HILLMONT DR,RICHARD JONES & LONE OAK RD WB,0,RICLONWF,
36.16954,0,LEBMCGEM,-86.677259,,,,,LEBANON PIKE & MCGAVOCK PK EB,0,LEBMCGEM,
36.169355,0,LEBMCGEF,-86.67936,,,,2512 LEBANON PIKE & MCGAVOCK PIKE,LEBANON PIKE & MCGAVOCK PK EB,0,LEBMCGEF,
36.192457,0,FREVANNM,-86.79649,,,,FRENCH LANDING DR & STATE HWY 6,FRENCH LANDING DR & VANTAGE WAY NB,0,FREVANNM,
36.235422,0,VAIBRIEF,-86.772989,,,,,VAILVIEW DR & BRICKDALE LN EB,0,VAIBRIEF,
36.197895,,LEBOLDNN,-86.620409,,,,LEBANON PK & OLD HICKORY BLVD,LEBANON PIKE & OLD HICKORY BLVD NB,0,LEBOLDNN,
36.236609,0,VAIBRIEM,-86.77118,,,,3235 VAILVIEW DR,VAILVIEW DR & BRICKDALE LN EB,0,VAIBRIEM,
36.172525,,JEF10AWN,-86.794592,,,,JEFFERSON & 10 AVE,JEFFERSON ST & 10TH AVE N WB,0,JEF10AWN,
36.153527,1,MXIFULTN,-86.769698,,,,2ND AV S & ASH ST,FULTON STATION INBOUND,0,MXIFULTN,
36.169793,,DBTJEFNF,-86.806698,,,,,DR DB TODD JR BLVD & JEFFERSON ST N,0,DBTJEFNF,
36.053564,,NOLBRENN,-86.714792,,,,US HWY 31 ALT & BREWER DR,NOLENSVILLE PIKE & BREWER DR NB,0,NOLBRENN,
36.205337,,JONTRISN,-86.757676,,,,,JONES AVE & E TRINITY LN SB,0,JONTRISN,
36.119019,,ETHCURNF,-86.718415,,,,,E THOMPSON LN & CURREY RD NB,0,ETHCURNF,
36.169353,,LEBMCGWF,-86.680458,,,,,LEBANON PIKE & MCGAVOCK PK WB,0,LEBMCGWF,
36.219487,0,GALARDNN,-86.727398,,,,GALLATIN PK & ARDEE AV,N GALLATIN PIKE & ARDEE AVE NB,0,GALARDNN,
36.125435,0,21AWOONF,-86.805294,,,,HILLSBORO & WOODLAWN,21ST AVE S & WOODLAWN DR NB,0,21AWOONF,
36.214284,0,GALGILSF,-86.730804,,,,1091 GILLOCK ST & GALLATIN PIKE,GALLATIN PIKE & GILOCK ST SB,0,GALGILSF,
36.138881,0,21ACAPSN,-86.800622,,,,21ST AV S & CAPERS AV,21ST AVE S & CAPERS AVE SB,0,21ACAPSN,
36.153941,1,WES17AWN,-86.794329,,,,WEST END AV & 17TH AV N,WEST END AVE & 17TH AVE S WB,0,WES17AWN,
36.12692,0,THOMURWN,-86.710293,,,,,THOMPSON PL & MURFREESBORO PK WB,0,THOMURWN,
36.203239,,CLAABESN,-86.840636,,,,CLARKSVILLE PK & ABERNATHY RD,CLARKSVILLE PIKE & ABERNATHY RD SB,0,CLAABESN,
36.175891,,DBTWHENN,-86.809247,,,,,DR DB TODD BLVD & WHELESS ST NB,0,DBTWHENN,
36.126515,2,THOMURWF,-86.711739,,,,207 THOMPSON LN E & RAMP,E THOMPSON & MURFREESBORO WB,0,THOMURWF,
36.107131,0,GRAEXCSM,-86.794446,,,,3841 GRANNY WHITE PIKE,GRANNY WHITE PK & EXCELLA PL MB,0,GRAEXCSM,
36.150921,0,CHACANSF,-86.762254,,,,,CHARLES E DAVIS BLVD & CANNON ST SB,0,CHACANSF,
36.191285,0,COUDOANN,-86.835779,,,,,COUNTY HOSPITAL RD & DOAK AVE NB,0,COUDOANN,
36.15081,0,21SWESSN,-86.801524,,,,21ST AV N & WEST END,21ST AVE S & WEST END AVE SB,0,21SWESSN,
36.169739,0,1SWOONM,-86.772489,,,,1ST ST S & MAIN ST,S 1ST ST & WOODLAND ST NB,0,1SWOONM,
36.0625,0,BELBELSF,-86.637948,,,,,BELL RD & BELL CREST DR SB,0,BELBELSF,
36.14194,,EDGHILEN,-86.781058,,,,EDGEHILL AV & 9TH AV S,EDGEHILL AVE & HILLSIDE AVE EB,0,EDGHILEN,
36.164472,0,DRDHERSN,-86.804654,,,,DR D B TODD JR & HERMOSA,DR DB TODD JR BLVD & HERMOSA ST SB,0,DRDHERSN,
36.180257,,BUC11AEN,-86.804974,,,,BUCHANAN & 11 AVE,BUCHANAN ST & 11TH AVE N EB,0,BUC11AEN,
36.137809,,BLA23AEN,-86.803167,,,,,BLAKEMORE AVE & 23RD AVE S EB,0,BLA23AEN,
36.132712,,MURWILWF,-86.719557,,,,,MURFREESBORO PIKE & WILHAGAN RD WB,0,MURWILWF,
35.847442,,OLDFORT,-86.410231,,,,,OLD FORT PARK AND RIDE,0,OLDFORT,
36.158825,,28ACLISN,-86.818629,,,,,28TH AVE N & CLIFTON AVE SB,0,28ACLISN,
36.207264,0,WHITRISN,-86.791943,,,,2032 WHITES CREEK PIKE & W TRINITY LN,WHITES CREEK PIKE & W TRINITY LN SB,0,WHITRISN,
36.126293,2,CHALILNF,-86.908729,,,,7136 CHARLOTTE PIKE,CHARLOTTE PIKE & LILY VALLEY WAY NB,0,CHALILNF,
36.086917,,HARMETWN,-86.695668,,,,,HARDING PL & METROPLEX DR WB,0,HARMETWN,
36.210362,1,GXIGREEF,-86.733625,,,,3407 GALLATIN PIKE & HOME RD,GREENFIELD STATION INBOUND,0,GXIGREEF,
36.194119,,ATHMETSM,-86.801301,,,,ATHENS WAY & METRO CENTER,ATHENS WAY & METROCENTER SB,0,ATHMETSM,
36.147399,,WHAPERSN,-86.762785,,,,,WHARF AVE & PERKINS ST SB,0,WHAPERSN,
36.138372,0,21ACHINN,-86.800622,,,,21ST AV S & CHILDRENS WY,21ST AVE S & CHILDRENS WAY NB,0,21ACHINN,
36.162189,,HER24TWN,-86.81178,,,,HERMAN & 24 AVE,HERMAN ST & 24TH AVE N WB,0,HER24TWN,
36.172277,0,JEF10AEN,-86.795009,,,,JEFFERSON & 10 AVE,JEFFERSON ST & 10TH AVE N EB,0,JEF10AEN,
36.183055,0,DICGRANN,-86.773789,,,,STATE HWY 11 & DICKERSON PIKE,DICKERSON PIKE & GRACE ST NB,0,DICGRANN,
36.077723,,WALSOUEN,-86.724153,,,,WALLACE RD & BROOKRIDGE TL,WALLACE RD & SOUTHERN HILLS EB,0,WALSOUEN,
36.150052,1,CXOWTBRG,-86.858652,,,,5626 CHARLOTTE PIKE & RAMP,WHITE BRIDGE STATION OUTBOUND,0,CXOWTBRG,
36.245951,0,BRICHENN,-86.779374,,,,3424 BRICK CHURCH PIKE & CHESAPEAKE DR,BRICK CHURCH PIKE & CHESAPEAKE DR N,0,BRICHENN,
36.224016,1,GXIINGF,-86.725718,,,,,INGLEWOOD STATION INBOUND,0,GXIINGF,
36.262388,,OHRIOVSW,-86.680929,,,,,OLD HICKORY BLVD PAST RIO VISTA WB,0,OHRIOVSW,
36.106591,1,NXIMORTN,-86.742863,,,,US HWY 31 ALT & MORTON AVE,MORTON STATION INBOUND,0,NXIMORTN,
36.050659,0,HICOCANN,-86.716055,,,,,HICKORY PLAZA DR & OCALA DR NB,0,HICOCANN,
36.21714,0,ROWBUESN,-86.819509,,,,ROWAN DR & BUENA VISTA PK,ROWAN DR & BUENA VISTA PIKE SB,0,ROWBUESN,
36.17978,0,GARDELNN,-86.798754,,,,9TH AVE & DELTA AVE,GARFIELD ST & DELTA AVE  NB,0,GARDELNN,
36.120711,,GRAKIRNN,-86.790472,,,,,GRANNY WHITE PIKE & KIRKWOOD AVE NB,0,GRAKIRNN,
36.199877,,MAIGREEN,-86.811528,,,,,MAINSTREAM DR & GREAT CIRCLE RD EB,0,MAIGREEN,
36.05165,,NOLOCASN,-86.71458,,,,,NOLENSVILLE PIKE & OCALA DR SB,0,NOLOCASN,
36.089645,0,NXONVZOO,-86.733378,,,,NOLENSVILLE & ZOO,NASHVILLE ZOO STATION OUTBOUND,0,NXONVZOO,
36.079055,,WALTUREN,-86.708431,,,,WALLACE RD & SHERMAN OAKS DR,WALLACE RD & TURLEY DR EB,0,WALTUREN,
36.151868,,MASAPPEN,-86.706572,,,,,MASSMAN DR & APPLETON DR EB,0,MASAPPEN,
36.21431,0,OPRCOMSN,-86.701,,,,286 17TH AVE,OPRY MILLS DRIVE & COMMISSARY BLDNG,0,OPRCOMSN,
36.136293,0,WG16,-86.794656,,,,WEDGEWOOD AV & 16TH AV S,WEDGEWOOD AVE & 16TH AVE EB,0,WG16,
36.167831,0,JOH28AEN,-86.822246,,,,2880 JOHN A MERRITT BLVD,JOHN A MERRITT BLVD & 28TH AVE N EB,0,JOH28AEN,
36.104841,0,RICHILWN,-86.814243,,,,2090 RICHARD JONES RD & HILLSBORO PIKE,RICHARD JONES RD & HILLSBORO PIKE W,0,RICHILWN,
36.198467,,DICMARSM,-86.770894,,,,,DICERKSON PIKE & MARIE SB,0,DICMARSM,
36.137872,0,BLA23AWN,-86.803089,,,,,BLAKEMORE AVE & 23RD AVE S WB,0,BLA23AWN,
36.287243,0,GALEDENF,-86.705075,,,,1507 GALLATIN PIKE N,GALLATIN PIKE & EDENWOLD RD NB,0,GALEDENF,
36.212314,,WHIAVASN,-86.798685,,,,WHITES CREEK PK & AVALON DR,WHITES CREEK PIKE & AVALON DR SB,0,WHIAVASN,
36.120599,,ETHBROSF,-86.718195,,,,,E THOMPSON LN & BROWNING RD SB,0,ETHBROSF,
36.156751,0,BRO12WN,-86.787397,,,,103 12TH AVE & BROADWAY AVE,BROADWAY AVE & 12TH AVE N WB,0,BRO12WN,
